pitch,duration,melody_id,technique
52,960,angus_highway_1,vibrato
64,160,maiden_trooper_1,normal
64,160,maiden_trooper_1,legato
66,160,maiden_trooper_1,legato
67,160,maiden_trooper_1,normal
67,160,maiden_trooper_1,legato
69,160,maiden_trooper_1,legato
71,160,maiden_trooper_1,normal
71,160,maiden_trooper_1,legato
69,160,maiden_trooper_1,legato
67,160,maiden_trooper_1,normal
66,160,maiden_trooper_1,legato
64,160,maiden_trooper_1,normal
64,120,maiden_aces_1,normal
66,120,maiden_aces_1,hammer_on
67,120,maiden_aces_1,hammer_on
69,120,maiden_aces_1,hammer_on
71,120,maiden_aces_1,normal
73,120,maiden_aces_1,hammer_on
74,120,maiden_aces_1,hammer_on
76,120,maiden_aces_1,normal
78,120,maiden_aces_1,normal
76,120,maiden_aces_1,pull_off
74,120,maiden_aces_1,pull_off
73,120,maiden_aces_1,pull_off
71,120,maiden_aces_1,normal
69,120,maiden_aces_1,pull_off
67,120,maiden_aces_1,pull_off
66,120,maiden_aces_1,normal
52,240,cobain_teen_spirit_1,palm_mute
52,120,cobain_teen_spirit_1,palm_mute
52,120,cobain_teen_spirit_1,normal
55,240,cobain_teen_spirit_1,palm_mute
55,120,cobain_teen_spirit_1,palm_mute
55,120,cobain_teen_spirit_1,normal
57,240,cobain_teen_spirit_1,palm_mute
57,120,cobain_teen_spirit_1,palm_mute
57,120,cobain_teen_spirit_1,normal
55,240,cobain_teen_spirit_1,normal
55,240,cobain_teen_spirit_1,normal
52,480,cobain_lithium_1,normal
57,480,cobain_lithium_1,normal
59,480,cobain_lithium_1,normal
57,480,cobain_lithium_1,normal
55,480,cobain_lithium_1,normal
52,480,cobain_lithium_1,normal
52,240,morello_riff_1,staccato
52,120,morello_riff_1,staccato
55,120,morello_riff_1,normal
52,120,morello_riff_1,staccato
55,120,morello_riff_1,normal
57,240,morello_riff_1,normal
55,120,morello_riff_1,normal
52,120,morello_riff_1,normal
50,240,morello_riff_1,normal
52,480,morello_riff_1,vibrato
64,480,prog_rock_1,normal
66,240,prog_rock_1,normal
68,240,prog_rock_1,slide_up
69,480,prog_rock_1,normal
71,240,prog_rock_1,hammer_on
73,240,prog_rock_1,normal
64,240,prog_rock_1,normal
69,240,prog_rock_1,normal
71,480,prog_rock_1,vibrato
64,960,prog_rock_1,normal
